bold outlines: feature of the ML model,,,,Grains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detrital clay,,,,,,,Matrix,,,,Cements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veins,,,Replacive minerals,,,,,,,,,,,,,Pore types,,,,,,,IGV/QFR,,,,Porosity/Permeability,,,,,,,
ID,Well,"Core Depth 
(m)",Stratigraphy,Monocrystalline quartz grains,Polycrystalline quartz grains,Chert grain,Monocrystalline quartz grain with anhydrite inclusions,Polycrystalline quartz grain with anhydrite inclusions,K-Feldspar grain,Plagioclase grain,Sedimentary RF,Claystone RF,Siltstone RF,Sandstone RF,Metamorphic RF,Quartzite RF,Phyllite RF,Schist RF,Gneis RF,Mafic metamorphic RF,Igneous RF,Plutonic RF,Volcanic RF,Indeterminate RF,Deformed grains without microporosity,Deformed microporous grains,Mica,Muscovite,Biotite,Chlorite (detr.),Heavy Minerals,Hematite grain,Opaque grains,Clay pellets,Ooids,Carbonaceous material,Limestone RF,Bioclasts,Siderite intraclast,Micrite RF,Dolomite RF,Anhydrite clast,Glauconite,Silcrete fragment,Altered grains,Organic particles,Phosphatic grains,Clay pellicles,Detrital clay laminae,Detrital clay matrix,Detrital silt matrix,Detrital clay rims,Invaded drilling mud,Infiltrated clays,Micrite matrix,Carbonate matrix (siderite),Dolomicrite matrix,Pseudomatrix,Calcite pf,Fe-calcite pf,Non-ferroan dolomite pf,Hematite stained dolomite pf,Ferroan dolomite pf,Lozenge siderite pf,Siderite pf,Microcrystalline siderite,Gypsum pf,Anhydrite pf,Anhydrite (altered),Barite pf,Halite pf,Quartz pf,Feldspar pf,Albite pf,Hematite in dolomite,Hematite pf,Hematite pl,Ti oxides pf,Leucoxene pf,Pyrite,Bitumen,Pore-filling Clay,Pore-lining clay ,Illite pf,Illite pl,Hematite stained illite pl,Chlorite,Pore-filling Kaolinite,Air bubble,Undifferentiated cement,Halite fracture fill,Anhydrite fracture fill,Fe dolomite vein,Replacive calcite,Replacive NF dolomite,Replacive Fe dolomite,Replacive siderite,Replacive chert,Replacive halite,Replacive anhydrite,Replacive barite,Replacive clay minerals,Replacive illite,Replacive chlorite,Replacive kaolinite,Replacive pyrite,Intergranular porosity,Oversized porosity,Mouldic porosity,Intergranular dissolution porosity,Secondary intragranular porosity,Intercrystalline microporosity,Fracture pore (artificial),IGV (Pmc),Q,F,R,Porosity (%),log-transformed Permeability,Permeability (mD),,,,,
151,G14-B-02,2925.00,Buntsandstein,16.42,10.72,0.00,0.00,0.00,3.13,0.95,0.09,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,1.90,0.66,0.28,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.04,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,8.64,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,0.00,0.30,0.00,0.00,16.09,76.06,11.44,12.50,16.70,0.06,1.136,,,,,
152,G14-B-02,2926.75,Buntsandstein,35.73,17.45,0.25,0.00,0.00,10.80,0.58,0.00,0.00,0.00,0.00,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.08,0.00,0.00,0.00,0.08,0.08,0.00,0.58,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,7.73,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,16.60,0.00,0.00,0.00,0.30,0.00,0.00,28.90,77.02,16.49,6.50,22.60,2.34,218.733,,,,,
153,G14-B-02,2935.50,Buntsandstein,18.73,6.90,0.30,0.00,0.00,6.21,0.99,0.00,0.00,0.00,0.00,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,4.93,0.10,0.10,0.69,0.00,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.38,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,10.25,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.10,0.00,0.00,12.84,71.04,19.95,9.02,13.50,0.16,1.442,,,,,
154,G14-B-02,2937.54,Buntsandstein,8.11,1.66,0.29,0.00,0.00,1.95,1.27,0.10,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,2.25,0.98,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.64,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,4.89,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,1.00,0.00,0.00,7.65,67.57,22.30,10.14,13.80,-0.32,0.475,,,,,
155,G14-B-02,2941.00,Buntsandstein,19.37,4.62,0.69,0.00,0.00,3.93,0.29,17.01,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.29,0.00,0.00,0.00,1.67,0.29,0.10,0.29,0.00,0.29,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,8.55,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.10,0.00,0.00,11.14,48.13,8.48,43.39,13.60,-0.83,0.147,,,,,
156,G14-B-02,2945.50,Buntsandstein,32.72,15.09,0.09,0.00,0.00,7.54,0.94,0.94,0.00,0.00,0.00,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,1.89,0.94,0.09,0.09,0.00,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,6.41,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,0.60,0.00,0.00,12.17,76.70,13.62,9.68,14.80,0.35,2.215,,,,,
157,G14-B-02,2946.00,Buntsandstein,34.41,8.39,0.10,0.00,0.00,12.53,2.22,2.60,0.00,0.00,0.00,3.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.96,0.00,0.00,0.00,0.96,0.29,0.00,0.29,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.99,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,6.46,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.96,0.00,0.00,0.29,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.10,0.00,0.00,11.69,65.78,22.67,11.56,12.60,0.38,2.372,,,,,
158,G14-B-02,2959.25,Buntsandstein,25.95,5.48,0.10,0.00,0.00,4.81,2.59,3.84,0.00,0.00,0.00,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.25,0.00,0.00,0.00,2.88,1.92,0.29,0.29,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.79,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,9.03,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.00,0.67,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.00,0.00,0.00,0.10,0.00,0.00,14.27,65.14,15.34,19.52,14.80,-0.19,0.647,,,,,
159,G14-B-02,2962.11,Buntsandstein,33.74,15.52,0.08,0.00,0.00,8.42,2.45,3.02,0.00,0.00,0.00,5.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.08,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.00,0.25,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.96,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.09,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,16.90,0.00,0.00,0.00,1.40,0.00,0.00,27.44,71.02,15.67,13.31,23.00,2.50,315.683,,,,,
160,G16-06,2890.70,Jurassic,17.00,5.67,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.67,0.00,0.00,0.00,0.00,0.00,0.00,12.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,39.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.37,88.31,10.39,1.31,9.20,-1.70,0.020,,,,,
161,G16-06,2891.80,Jurassic,10.67,1.33,0.00,0.00,13.00,0.00,0.67,0.00,1.67,0.00,26.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.67,38.46,1.03,60.51,5.80,,,,,,,
162,G16-06,2901.25,Jurassic,26.00,5.33,0.33,9.67,17.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.67,0.00,3.33,7.20,-1.40,0.040,,,,,
163,G16-06,2902.50,Jurassic,0.00,2.67,0.33,6.00,63.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.33,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.00,6.67,0.00,0.00,3.00,0.33,0.00,0.00,21.00,98.18,0.00,1.82,10.10,1.32,20.910,,,,,
164,G16-06,2932.00,Jurassic,27.33,3.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,10.80,,,,,,,
165,G16-06,2936.00,Jurassic,30.33,12.00,0.00,9.67,25.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.33,0.00,0.00,14.00,100.00,0.00,0.00,11.80,0.45,2.790,,,,,
166,G16-06,2941.70,Jurassic,23.67,3.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,28.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.33,10.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,48.04,0.00,51.95,10.80,-1.22,0.060,,,,,
167,G16-06,2943.38,Jurassic,12.33,1.00,0.00,0.33,8.33,0.00,0.33,0.00,7.00,0.00,37.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,5.00,30.56,0.46,68.98,9.20,-0.08,0.840,,,,,
168,G16-06,2926.35,Jurassic,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,,,,,,,,,,,
169,G16-A-01,2474.25,Jurassic,19.00,8.00,0.00,6.30,5.70,0.00,0.00,0.00,3.70,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,5.70,0.00,0.00,8.70,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,22.70,78.47,0.00,21.53,8.10,-1.70,0.020,,,,,
170,G16-A-01,2477.75,Jurassic,6.00,5.70,0.00,25.70,30.70,0.00,0.00,0.00,0.00,0.70,3.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,4.30,0.30,0.00,0.00,0.70,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.70,0.30,0.00,11.70,86.75,0.00,13.25,11.30,0.21,1.630,,,,,
171,G16-A-01,2478.50,Jurassic,7.30,3.00,0.00,23.30,44.00,0.00,0.00,0.00,0.70,0.00,0.70,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,7.00,0.00,0.00,1.00,2.70,0.00,0.00,8.00,94.98,0.00,5.02,14.50,2.29,196.000,,,,,
172,G16-A-01,2481.00,Jurassic,17.70,4.00,0.00,1.00,0.70,0.30,0.70,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,47.00,7.00,0.00,0.00,8.30,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.30,0.00,14.00,79.59,3.40,17.01,9.10,0.47,2.970,,,,,
173,G16-A-01,2483.75,Jurassic,3.70,3.30,0.00,18.30,48.70,0.00,0.00,0.00,0.70,0.30,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,10.30,0.00,0.00,1.70,2.70,0.00,0.00,13.00,92.85,0.00,7.15,19.40,2.66,461.000,,,,,
174,G16-A-01,2485.50,Jurassic,7.70,4.00,0.00,22.00,41.00,0.00,0.00,0.00,1.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,9.70,0.00,0.00,0.30,2.70,0.00,0.00,12.60,92.22,0.00,7.78,18.90,2.66,460.000,,,,,
175,G16-A-01,2489.50,Jurassic,23.30,8.70,0.00,23.30,21.70,0.00,0.30,0.00,0.30,0.00,1.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.70,0.70,0.00,0.00,9.90,97.10,0.38,2.52,17.30,2.15,140.000,,,,,
