bold outlines: feature of the ML model,,,,Grains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detrital clay,,,,,,,Matrix,,,,Cements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veins,,,Replacive minerals,,,,,,,,,,,,,Pore types,,,,,,,IGV/QFR,,,,Porosity/Permeability,,,,,,,
ID,Well,"Core Depth 
(m)",Stratigraphy,Monocrystalline quartz grains,Polycrystalline quartz grains,Chert grain,Monocrystalline quartz grain with anhydrite inclusions,Polycrystalline quartz grain with anhydrite inclusions,K-Feldspar grain,Plagioclase grain,Sedimentary RF,Claystone RF,Siltstone RF,Sandstone RF,Metamorphic RF,Quartzite RF,Phyllite RF,Schist RF,Gneis RF,Mafic metamorphic RF,Igneous RF,Plutonic RF,Volcanic RF,Indeterminate RF,Deformed grains without microporosity,Deformed microporous grains,Mica,Muscovite,Biotite,Chlorite (detr.),Heavy Minerals,Hematite grain,Opaque grains,Clay pellets,Ooids,Carbonaceous material,Limestone RF,Bioclasts,Siderite intraclast,Micrite RF,Dolomite RF,Anhydrite clast,Glauconite,Silcrete fragment,Altered grains,Organic particles,Phosphatic grains,Clay pellicles,Detrital clay laminae,Detrital clay matrix,Detrital silt matrix,Detrital clay rims,Invaded drilling mud,Infiltrated clays,Micrite matrix,Carbonate matrix (siderite),Dolomicrite matrix,Pseudomatrix,Calcite pf,Fe-calcite pf,Non-ferroan dolomite pf,Hematite stained dolomite pf,Ferroan dolomite pf,Lozenge siderite pf,Siderite pf,Microcrystalline siderite,Gypsum pf,Anhydrite pf,Anhydrite (altered),Barite pf,Halite pf,Quartz pf,Feldspar pf,Albite pf,Hematite in dolomite,Hematite pf,Hematite pl,Ti oxides pf,Leucoxene pf,Pyrite,Bitumen,Pore-filling Clay,Pore-lining clay ,Illite pf,Illite pl,Hematite stained illite pl,Chlorite,Pore-filling Kaolinite,Air bubble,Undifferentiated cement,Halite fracture fill,Anhydrite fracture fill,Fe dolomite vein,Replacive calcite,Replacive NF dolomite,Replacive Fe dolomite,Replacive siderite,Replacive chert,Replacive halite,Replacive anhydrite,Replacive barite,Replacive clay minerals,Replacive illite,Replacive chlorite,Replacive kaolinite,Replacive pyrite,Intergranular porosity,Oversized porosity,Mouldic porosity,Intergranular dissolution porosity,Secondary intragranular porosity,Intercrystalline microporosity,Fracture pore (artificial),IGV (Pmc),Q,F,R,Porosity (%),log-transformed Permeability,Permeability (mD),,,,,
398,L06-06,5419.30,Rotliegend,40.00,23.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.66,0.00,3.00,0.00,0.00,0.33,0.00,0.00,0.00,31.99,94.51,0.00,5.49,6.93,-0.70,0.198,,,,,
399,L06-06,5430.30,Rotliegend,40.33,35.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,2.33,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00,1.66,0.00,2.00,0.00,0.00,0.33,0.00,0.00,0.00,13.98,94.22,0.00,5.78,8.39,-0.52,0.305,,,,,
400,L06-06,5431.80,Rotliegend,36.66,26.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00,6.00,0.00,5.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,19.30,86.70,0.00,13.30,6.10,-0.67,0.215,,,,,
401,L06-06,5420.20,Rotliegend,34.00,28.66,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,3.66,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.33,0.00,5.33,0.00,0.00,1.66,0.00,0.00,0.00,29.31,91.72,0.00,8.28,7.59,0.03,1.081,,,,,
402,L06-06,5441.20,Rotliegend,41.66,27.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00,2.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.33,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,21.65,92.45,0.00,7.55,8.63,-0.91,0.124,,,,,
403,L06-06,5420.60,Rotliegend,35.66,31.33,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,9.33,0.00,0.00,0.66,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,1.00,0.00,7.00,0.00,0.00,0.33,0.00,0.00,0.00,24.98,93.51,0.00,6.49,7.93,-0.06,0.868,,,,,
404,L06-06,5442.50,Rotliegend,47.66,26.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.00,1.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,4.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.66,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,16.64,94.10,0.00,5.90,7.24,-1.00,0.101,,,,,
405,L08-16-S1,4069.20,Rotliegend,58.00,8.00,0.70,0.00,0.00,0.10,0.70,0.00,0.00,0.00,0.30,0.00,0.00,2.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,1.70,0.00,1.00,0.00,0.70,0.00,8.70,0.00,2.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,1.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,26.40,93.62,1.13,5.25,8.50,-0.77,0.170,,,,,
406,L08-16-S1,3880.30,Rotliegend,40.30,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.30,0.00,0.00,2.30,2.00,0.00,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.70,0.00,0.00,0.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,0.00,0.00,1.70,0.00,0.00,0.00,40.90,74.83,3.38,21.79,14.60,1.15,14.100,,,,,
407,L08-16-S1,3880.80,Rotliegend,40.70,6.30,0.10,0.00,0.00,0.00,4.00,0.00,0.30,0.00,1.00,0.00,0.00,4.70,2.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,1.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,16.30,0.00,0.00,0.70,0.00,0.00,0.00,38.00,76.55,6.51,16.94,16.00,0.54,3.500,,,,,
408,L08-16-S1,4075.90,Rotliegend,57.30,14.00,0.30,0.00,0.00,0.10,0.00,0.00,0.30,0.00,0.00,0.00,0.00,1.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,1.30,0.00,5.30,0.00,0.70,0.00,0.00,0.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.30,0.00,3.00,0.00,0.00,0.30,0.00,0.00,0.00,23.20,95.96,0.13,3.90,10.00,-0.13,0.740,,,,,
409,L08-16-S1,4080.40,Rotliegend,57.00,10.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.00,0.30,0.00,0.00,1.00,0.30,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.70,0.00,0.30,0.00,0.70,0.00,6.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.30,0.00,0.00,0.00,27.90,96.40,1.15,2.45,11.00,0.37,2.360,,,,,
410,L08-16-S1,3881.50,Rotliegend,49.00,11.70,0.10,0.00,0.00,0.00,1.30,0.00,0.10,0.00,3.30,0.00,0.00,3.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.10,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.70,0.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.30,0.10,0.00,0.00,29.40,86.84,1.86,11.30,10.20,-0.64,0.230,,,,,
411,L08-16-S1,4082.90,Rotliegend,51.30,9.00,2.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.30,0.00,0.00,1.70,0.70,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.70,0.00,0.00,0.00,1.30,0.00,0.00,0.00,1.70,0.00,9.30,0.00,0.70,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.70,0.00,0.00,0.00,30.20,91.50,0.91,7.59,11.90,0.64,4.340,,,,,
412,L08-16-S1,4085.10,Rotliegend,61.30,7.70,0.70,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.30,0.00,0.00,1.00,0.70,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.30,0.00,0.10,0.00,1.00,0.00,7.00,0.00,0.30,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.30,0.00,0.00,0.00,27.00,95.04,0.83,4.13,11.70,0.42,2.620,,,,,
413,L08-16-S1,4087.90,Rotliegend,33.70,11.30,5.70,0.00,0.00,0.10,0.00,0.00,3.70,0.00,7.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,1.70,0.00,0.00,0.00,1.70,0.00,1.70,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,17.00,72.00,0.64,27.36,6.60,0.89,7.780,,,,,
414,L08-16-S1,3882.30,Rotliegend,51.00,8.30,0.00,0.00,0.00,0.00,2.70,0.00,1.00,0.00,1.00,0.00,0.00,4.70,1.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.70,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.70,0.00,0.00,0.00,3.30,0.00,0.10,0.00,0.00,0.00,6.70,0.00,0.30,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.30,0.00,0.00,0.00,25.20,84.71,3.86,11.43,10.90,-0.36,0.440,,,,,
415,L08-16-S1,3883.30,Rotliegend,40.70,6.30,0.10,0.00,0.00,0.10,6.00,0.00,0.00,0.00,1.70,0.00,0.00,3.00,0.30,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,6.40,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,7.70,0.00,1.70,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,18.30,0.00,0.00,1.00,0.00,0.00,0.00,37.40,78.07,10.13,11.79,17.40,1.16,14.300,,,,,
416,L08-16-S1,3884.00,Rotliegend,43.70,10.00,0.30,0.00,0.00,0.10,6.70,0.00,0.00,0.00,3.30,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,5.30,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,10.00,0.00,2.30,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.30,0.00,1.70,0.00,6.00,0.00,0.00,0.10,0.00,0.00,0.00,27.00,78.05,9.88,12.06,13.60,-0.40,0.400,,,,,
417,L08-16-S1,3891.00,Rotliegend,12.30,1.00,0.30,0.00,0.00,0.70,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,1.10,80.12,12.05,7.83,0.80,-1.30,0.050,,,,,
418,L08-16-S1,3879.00,Rotliegend,50.70,6.70,0.10,0.00,0.00,0.00,1.30,0.00,0.00,0.00,3.00,0.00,0.00,2.30,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,3.30,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,7.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,23.50,89.41,2.02,8.57,14.80,-0.77,0.170,,,,,
419,L08-16-S1,3893.50,Rotliegend,56.30,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,5.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,1.00,3.70,0.00,2.30,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.70,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,10.90,82.08,5.06,12.86,4.50,-2.52,0.003,,,,,
420,L08-16-S1,3895.30,Rotliegend,48.30,11.30,2.00,0.00,0.00,0.00,1.30,0.00,1.70,0.00,5.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,4.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.70,0.00,0.10,0.00,1.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,1.00,0.00,0.00,0.30,0.00,0.00,0.00,22.00,84.78,1.85,13.37,2.20,-2.40,0.004,,,,,
421,L08-16-S1,4064.80,Rotliegend,39.00,5.00,2.70,0.00,0.00,0.30,0.70,0.00,0.00,0.00,0.30,0.00,0.00,4.70,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,18.60,0.00,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,1.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,34.80,80.00,1.82,18.18,7.20,-1.10,0.080,,,,,
422,L08-16-S1,3879.80,Rotliegend,43.00,4.30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.30,0.00,0.00,1.30,0.70,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,6.30,0.00,1.00,0.00,0.00,0.00,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,0.00,0.00,0.70,0.00,0.00,0.00,42.10,82.12,1.74,16.15,17.80,1.49,30.900,,,,,
